Order Date,Region,State,City,Category,Sub-Category,Sales,Profit,Quantity,Customer Name,Segment
09-08-2023,West,Washington,Spokane,Office Supplies,Paper,57.23,19.09,3,John Lopez,Consumer
09-08-2023,East,Ohio,Columbus,Technology,Copiers,8565.16,1700,8,Thomas Anderson,Corporate
09-08-2023,East,Ohio,Columbus,Furniture,Bookcases,723.08,142.61,7,John Davis,Corporate
09-08-2023,East,Pennsylvania,Pittsburgh,Technology,Accessories,3039.6,987.13,4,Donald Gonzalez,Consumer
10-08-2023,Central,Michigan,Detroit,Furniture,Chairs,3523.15,1109.11,6,Mary Garcia,Consumer
10-08-2023,East,New York,New York City,Office Supplies,Paper,55.68,7.9,2,Donald Thomas,Corporate
10-08-2023,South,Florida,Tampa,Furniture,Chairs,1719.3,770.69,8,William Miller,Corporate
10-08-2023,East,New Jersey,Newark,Office Supplies,Envelopes,966.69,231.09,8,Charles Williams,Consumer
10-08-2023,East,New Jersey,Jersey City,Technology,Accessories,3465.65,764.62,4,Andrew Martinez,Consumer
10-08-2023,South,North Carolina,Greensboro,Technology,Copiers,3481.71,1524.63,4,Thomas Moore,Consumer
10-08-2023,East,Ohio,Cleveland,Office Supplies,Storage,829.49,-95.11,8,William Garcia,Home Office
11-08-2023,Central,Texas,Dallas,Furniture,Tables,388.82,61.56,2,Richard Moore,Consumer
11-08-2023,West,Arizona,Mesa,Furniture,Furnishings,2349.31,1161.94,4,Christopher Davis,Home Office
11-08-2023,West,Colorado,Aurora,Furniture,Tables,472.68,-76.64,1,Joseph Williams,Corporate
11-08-2023,Central,Illinois,Chicago,Furniture,Bookcases,340.8,-25.44,2,Jane Martin,Consumer
11-08-2023,South,Virginia,Virginia Beach,Office Supplies,Art,275.21,60.26,2,Mary Anderson,Corporate
11-08-2023,South,Georgia,Augusta,Furniture,Tables,1012.52,165.36,5,Mark Wilson,Consumer
11-08-2023,East,Massachusetts,Boston,Furniture,Tables,1196.93,315.78,4,Andrew Thomas,Corporate
11-08-2023,West,Washington,Spokane,Furniture,Chairs,899.58,241.16,5,Mark Gonzalez,Consumer
11-08-2023,East,Pennsylvania,Pittsburgh,Furniture,Furnishings,2764.56,1208.22,9,Andrew Taylor,Consumer
11-08-2023,West,California,San Diego,Furniture,Furnishings,159.14,33.15,2,David Gonzalez,Consumer
11-08-2023,Central,Wisconsin,Milwaukee,Office Supplies,Art,41.98,9.37,4,Steven Hernandez,Corporate
11-08-2023,West,California,San Diego,Furniture,Chairs,2165.9,791.64,7,Paul Martinez,Home Office
11-08-2023,South,Virginia,Richmond,Technology,Accessories,1810.47,586.03,3,David Williams,Corporate
12-08-2023,East,Pennsylvania,Philadelphia,Technology,Copiers,471.88,143.6,1,Richard Moore,Corporate
12-08-2023,South,Florida,Tampa,Office Supplies,Art,1228.66,406.05,9,Mark Gonzalez,Home Office
12-08-2023,Central,Michigan,Grand Rapids,Technology,Phones,1604.77,457.02,2,Andrew Wilson,Home Office
12-08-2023,South,Tennessee,Knoxville,Office Supplies,Storage,144.96,52.37,1,Mark Thomas,Home Office
12-08-2023,East,New York,New York City,Technology,Machines,3090.42,1480.84,3,Daniel Williams,Consumer
12-08-2023,South,Tennessee,Memphis,Furniture,Tables,1717,551.13,4,Christopher Jones,Corporate
12-08-2023,South,Georgia,Columbus,Furniture,Chairs,3001,640.25,6,William Lopez,Corporate
12-08-2023,Central,Texas,Austin,Furniture,Bookcases,482.11,67.57,1,Donald Davis,Corporate
12-08-2023,East,Ohio,Cleveland,Technology,Copiers,1607.74,742.2,3,Mark Martinez,Consumer
13-08-2023,East,Massachusetts,Worcester,Office Supplies,Art,89.37,43,3,John Jones,Home Office
13-08-2023,South,Georgia,Augusta,Furniture,Bookcases,1039.14,282.59,2,John Davis,Consumer
13-08-2023,East,Pennsylvania,Philadelphia,Furniture,Chairs,391.85,152.05,3,Mary Taylor,Home Office
13-08-2023,West,Washington,Tacoma,Office Supplies,Envelopes,275.93,92.57,6,Jane Johnson,Consumer
13-08-2023,East,Ohio,Cleveland,Furniture,Bookcases,1369.65,362.99,5,Anthony Jackson,Consumer
13-08-2023,East,Ohio,Cleveland,Furniture,Tables,877.99,166.27,3,Anthony Gonzalez,Home Office
13-08-2023,West,Arizona,Phoenix,Furniture,Chairs,2917.48,771.06,6,Jane Martin,Corporate
14-08-2023,Central,Illinois,Chicago,Office Supplies,Art,293.78,-28.67,3,Robert Smith,Home Office
14-08-2023,East,Pennsylvania,Philadelphia,Furniture,Tables,188.91,85.67,3,Andrew Anderson,Home Office
14-08-2023,South,Georgia,Augusta,Technology,Phones,1543.45,655.32,5,Steven Lopez,Corporate
14-08-2023,East,Massachusetts,Springfield,Technology,Accessories,1116.1,307.71,1,David Brown,Home Office
14-08-2023,Central,Indiana,Evansville,Technology,Phones,3174.71,-496.9,4,Richard Rodriguez,Corporate
14-08-2023,Central,Indiana,Fort Wayne,Furniture,Bookcases,4443.47,1081.04,9,Andrew Davis,Home Office
14-08-2023,West,California,San Francisco,Furniture,Bookcases,2606.8,292.51,5,Paul Anderson,Consumer
14-08-2023,East,Pennsylvania,Allentown,Technology,Accessories,2136.09,-524.24,2,Richard Garcia,Corporate
14-08-2023,Central,Michigan,Grand Rapids,Office Supplies,Envelopes,265.96,38.61,2,Charles Williams,Home Office
15-08-2023,Central,Michigan,Detroit,Office Supplies,Envelopes,48.54,-3.2,1,John Thomas,Consumer
15-08-2023,Central,Michigan,Detroit,Furniture,Bookcases,393.14,142.06,1,William Miller,Corporate
15-08-2023,Central,Texas,San Antonio,Furniture,Chairs,683.35,-79.39,5,Matthew Hernandez,Corporate
15-08-2023,West,Arizona,Mesa,Furniture,Bookcases,2898.76,896.68,5,Mark Garcia,Corporate
15-08-2023,Central,Illinois,Chicago,Furniture,Furnishings,1398.42,224.68,7,Mark Anderson,Home Office
15-08-2023,Central,Wisconsin,Milwaukee,Furniture,Tables,279.28,36.66,3,Mark Lopez,Home Office
16-08-2023,South,North Carolina,Raleigh,Furniture,Bookcases,2866.87,434.6,5,Joshua Brown,Consumer
16-08-2023,East,Massachusetts,Boston,Furniture,Chairs,697.21,326.15,5,Mark Anderson,Consumer
16-08-2023,West,Oregon,Portland,Technology,Machines,631.21,168.94,2,Mark Thomas,Consumer
16-08-2023,East,New York,New York City,Technology,Phones,2146.62,514.36,2,Charles Moore,Home Office
16-08-2023,West,Colorado,Denver,Office Supplies,Envelopes,621.06,224.75,6,Mark Lopez,Home Office
16-08-2023,West,Oregon,Salem,Technology,Phones,2095.11,832.98,5,Mary Jones,Home Office
16-08-2023,Central,Texas,San Antonio,Furniture,Tables,153.52,66.57,5,Thomas Martinez,Home Office
17-08-2023,Central,Texas,Houston,Furniture,Furnishings,609.39,191.03,4,Jane Martin,Corporate
17-08-2023,East,Massachusetts,Worcester,Furniture,Tables,1082.4,-136.17,4,Robert Lopez,Home Office
17-08-2023,Central,Texas,Dallas,Technology,Machines,644.46,278.39,2,Robert Williams,Corporate
17-08-2023,East,Massachusetts,Worcester,Technology,Copiers,289.01,84.2,1,William Smith,Corporate
17-08-2023,Central,Texas,Houston,Technology,Accessories,1824.48,306.37,2,Andrew Moore,Home Office
17-08-2023,West,Oregon,Eugene,Office Supplies,Appliances,381.56,80.74,5,Andrew Taylor,Consumer
17-08-2023,East,New York,Rochester,Office Supplies,Appliances,237.43,84.44,3,John Wilson,Consumer
17-08-2023,South,Tennessee,Memphis,Office Supplies,Appliances,714.11,249.44,8,Jane Martin,Consumer
17-08-2023,West,Arizona,Tucson,Office Supplies,Art,68.16,-9.73,4,Joshua Hernandez,Consumer
17-08-2023,East,Massachusetts,Boston,Furniture,Furnishings,377,75.69,2,Steven Smith,Consumer
18-08-2023,West,California,San Francisco,Furniture,Chairs,1753.66,325.15,5,William Martinez,Consumer
18-08-2023,East,Pennsylvania,Pittsburgh,Office Supplies,Envelopes,514.88,124.66,9,Mark Anderson,Consumer
18-08-2023,Central,Indiana,Indianapolis,Technology,Phones,5282.47,2302.43,9,Daniel Davis,Consumer
18-08-2023,East,New York,Rochester,Furniture,Furnishings,298.88,145.18,1,David Anderson,Home Office
18-08-2023,West,California,San Francisco,Technology,Copiers,3295.33,-574.27,4,Charles Taylor,Home Office
18-08-2023,West,Colorado,Denver,Office Supplies,Art,125.56,36.15,1,Donald Miller,Consumer
18-08-2023,West,California,Sacramento,Furniture,Chairs,3265.39,1572.09,7,Charles Williams,Consumer
18-08-2023,East,New York,Buffalo,Office Supplies,Binders,264.72,-53.63,3,Mary Gonzalez,Consumer
18-08-2023,South,Georgia,Columbus,Furniture,Tables,658.72,-56.52,3,Richard Garcia,Home Office
19-08-2023,Central,Indiana,Fort Wayne,Furniture,Furnishings,868.92,340.52,2,Mary Garcia,Consumer
19-08-2023,Central,Illinois,Chicago,Furniture,Chairs,2102.62,242.39,9,Joshua Gonzalez,Corporate
19-08-2023,Central,Wisconsin,Green Bay,Office Supplies,Paper,157.19,72.25,2,Matthew Davis,Corporate
19-08-2023,East,Pennsylvania,Pittsburgh,Furniture,Chairs,1495.2,457.3,7,David Lopez,Home Office
19-08-2023,West,Colorado,Colorado Springs,Office Supplies,Art,692.7,161.95,6,Andrew Johnson,Home Office
19-08-2023,West,Colorado,Denver,Office Supplies,Appliances,297.41,133.22,2,David Johnson,Home Office
19-08-2023,Central,Michigan,Grand Rapids,Technology,Machines,608,227.48,1,Daniel Johnson,Corporate
19-08-2023,Central,Texas,Austin,Furniture,Tables,417.49,152.08,7,Paul Anderson,Home Office
20-08-2023,East,Massachusetts,Springfield,Office Supplies,Appliances,187.94,76.77,2,Christopher Rodriguez,Consumer
20-08-2023,West,Oregon,Portland,Office Supplies,Binders,592.04,100.15,4,Mary Gonzalez,Consumer
20-08-2023,West,Colorado,Denver,Technology,Machines,1950.9,894.88,2,Andrew Smith,Consumer
20-08-2023,East,Massachusetts,Boston,Office Supplies,Art,43.42,11.74,4,John Thomas,Consumer
20-08-2023,South,North Carolina,Raleigh,Technology,Machines,2136.07,-220.96,6,John Jones,Home Office
20-08-2023,Central,Texas,Dallas,Furniture,Furnishings,530.79,-70.8,14,Daniel Taylor,Corporate
20-08-2023,East,New Jersey,Paterson,Technology,Phones,389.29,111.78,1,Matthew Brown,Consumer
20-08-2023,Central,Texas,Dallas,Furniture,Chairs,1453.71,328.27,3,Matthew Gonzalez,Home Office
20-08-2023,West,Oregon,Eugene,Furniture,Chairs,913.91,389.86,2,Andrew Miller,Corporate
20-08-2023,West,Washington,Spokane,Office Supplies,Envelopes,136.28,51.55,1,Anthony Wilson,Home Office
21-08-2023,East,Pennsylvania,Allentown,Technology,Accessories,4793.55,666.05,6,Mark Smith,Corporate
21-08-2023,South,Florida,Miami,Furniture,Tables,2320.96,827.1,4,Joshua Martinez,Consumer
21-08-2023,South,Tennessee,Knoxville,Office Supplies,Paper,850.36,365.12,6,Thomas Williams,Corporate
21-08-2023,South,Florida,Jacksonville,Office Supplies,Paper,344.06,143.69,3,Thomas Miller,Home Office
21-08-2023,East,New York,Rochester,Technology,Machines,483.36,101.44,1,Jane Anderson,Corporate
21-08-2023,West,Oregon,Salem,Office Supplies,Storage,575.23,62.87,4,Andrew Jones,Consumer
21-08-2023,Central,Michigan,Warren,Technology,Copiers,443.87,218.6,2,Andrew Taylor,Home Office
21-08-2023,East,New York,New York City,Office Supplies,Appliances,1176.01,158.28,8,Christopher Miller,Consumer
22-08-2023,South,North Carolina,Charlotte,Office Supplies,Storage,132.9,44.6,1,Richard Taylor,Corporate
22-08-2023,East,Massachusetts,Worcester,Furniture,Furnishings,1164.3,129.94,3,John Smith,Corporate
22-08-2023,East,New York,Buffalo,Technology,Machines,617.58,142.4,3,Matthew Moore,Corporate
22-08-2023,Central,Michigan,Warren,Technology,Machines,513.25,237.55,3,Daniel Wilson,Corporate
22-08-2023,West,Colorado,Aurora,Office Supplies,Storage,151.11,33.37,2,Thomas Taylor,Home Office
22-08-2023,South,Georgia,Atlanta,Furniture,Tables,1130.19,331.07,5,Joshua Johnson,Consumer
22-08-2023,Central,Texas,Dallas,Furniture,Furnishings,365.4,-24.62,1,Joshua Lopez,Corporate
22-08-2023,South,Georgia,Columbus,Technology,Accessories,2518.2,1036.36,3,Mary Gonzalez,Home Office
22-08-2023,Central,Michigan,Grand Rapids,Furniture,Bookcases,1085.94,-195.43,2,Mary Moore,Consumer
22-08-2023,West,Arizona,Tucson,Technology,Machines,390.79,95.61,5,John Jackson,Consumer
22-08-2023,East,New Jersey,Jersey City,Furniture,Bookcases,433.63,-74.7,2,Joshua Hernandez,Home Office
23-08-2023,Central,Illinois,Aurora,Furniture,Tables,1574.49,417.34,5,Andrew Gonzalez,Consumer
23-08-2023,Central,Wisconsin,Milwaukee,Technology,Machines,621.83,298.76,1,Andrew Davis,Consumer
23-08-2023,South,Florida,Jacksonville,Technology,Phones,2134.75,579.56,2,Thomas Williams,Home Office
23-08-2023,Central,Wisconsin,Milwaukee,Office Supplies,Binders,51.37,23.62,1,Paul Anderson,Home Office
23-08-2023,East,Ohio,Columbus,Furniture,Chairs,3399.74,641.98,8,Joshua Smith,Consumer
23-08-2023,West,Colorado,Aurora,Furniture,Chairs,126.16,51.67,1,Anthony Hernandez,Consumer
23-08-2023,Central,Indiana,Indianapolis,Office Supplies,Storage,279.26,112.28,3,Joshua Smith,Consumer
23-08-2023,Central,Wisconsin,Milwaukee,Furniture,Tables,260.77,51.31,3,Joseph Johnson,Corporate
23-08-2023,Central,Texas,Dallas,Technology,Phones,389.11,104.02,3,Mark Miller,Home Office
23-08-2023,West,Washington,Spokane,Office Supplies,Envelopes,190.49,49.54,5,Donald Brown,Consumer
23-08-2023,West,Washington,Spokane,Technology,Phones,1304.32,244.91,7,David Lopez,Consumer
23-08-2023,South,Florida,Miami,Office Supplies,Binders,396.86,41.61,8,Thomas Martinez,Home Office
23-08-2023,East,Massachusetts,Springfield,Furniture,Tables,862.29,200.28,2,William Lopez,Consumer
24-08-2023,Central,Texas,Dallas,Technology,Phones,843.41,117.72,1,Joshua Martinez,Corporate
24-08-2023,Central,Illinois,Naperville,Furniture,Tables,1015.33,-176.04,3,John Jones,Corporate
24-08-2023,Central,Indiana,Fort Wayne,Furniture,Chairs,252.7,101.89,7,Robert Moore,Home Office
24-08-2023,West,Oregon,Eugene,Furniture,Tables,557.94,116.44,3,Thomas Anderson,Corporate
24-08-2023,South,Tennessee,Knoxville,Technology,Machines,229.97,45.06,1,Jane Martinez,Home Office
24-08-2023,East,New York,Rochester,Office Supplies,Storage,159.9,55.75,3,Paul Martinez,Corporate
24-08-2023,Central,Indiana,Indianapolis,Technology,Phones,2535.97,582.39,3,Richard Martinez,Home Office
24-08-2023,East,Pennsylvania,Allentown,Office Supplies,Paper,119.1,22.52,1,Mary Moore,Home Office
24-08-2023,East,Pennsylvania,Pittsburgh,Office Supplies,Binders,559.4,99.17,4,Daniel Martinez,Consumer
24-08-2023,Central,Indiana,Indianapolis,Technology,Phones,1953.13,811.19,2,Robert Hernandez,Corporate
24-08-2023,Central,Wisconsin,Milwaukee,Technology,Machines,1726.66,191.9,3,Mary Moore,Home Office
25-08-2023,Central,Wisconsin,Milwaukee,Office Supplies,Storage,160.08,50.17,3,Richard Jackson,Corporate
25-08-2023,East,Massachusetts,Boston,Furniture,Tables,360.41,117.08,2,Jane Anderson,Home Office
25-08-2023,West,California,Los Angeles,Office Supplies,Paper,346.23,111.87,3,Thomas Jones,Corporate
25-08-2023,Central,Illinois,Chicago,Technology,Phones,1911.09,433.02,3,Paul Anderson,Home Office
25-08-2023,South,Florida,Orlando,Technology,Copiers,112.14,13.38,1,Paul Jackson,Corporate
25-08-2023,West,Arizona,Tucson,Furniture,Bookcases,708.97,92.25,2,Steven Martinez,Consumer
25-08-2023,Central,Texas,San Antonio,Technology,Accessories,801.32,150.02,8,Robert Lopez,Consumer
25-08-2023,South,North Carolina,Charlotte,Technology,Copiers,417.41,54.82,2,Mary Thomas,Corporate
25-08-2023,West,Colorado,Colorado Springs,Technology,Phones,1170.67,-241.49,1,David Smith,Consumer
25-08-2023,Central,Illinois,Aurora,Office Supplies,Binders,162.28,65.56,3,Jane Lopez,Home Office
25-08-2023,West,Washington,Seattle,Furniture,Furnishings,1344.53,312.81,4,Joseph Johnson,Corporate
25-08-2023,East,New York,Buffalo,Office Supplies,Storage,196.68,33.83,3,Daniel Taylor,Consumer
26-08-2023,South,North Carolina,Charlotte,Office Supplies,Art,150.65,20.54,7,Mary Gonzalez,Corporate
26-08-2023,Central,Texas,Dallas,Office Supplies,Paper,227.21,32.98,2,David Jones,Corporate
26-08-2023,East,Pennsylvania,Philadelphia,Furniture,Bookcases,2053.38,748.9,4,Joseph Brown,Home Office
26-08-2023,West,Washington,Spokane,Technology,Machines,620.87,297.02,2,Charles Williams,Corporate
26-08-2023,Central,Michigan,Detroit,Technology,Phones,1256.69,237.71,5,Mary Hernandez,Home Office
26-08-2023,Central,Indiana,Fort Wayne,Office Supplies,Storage,125.85,-27.01,2,Joshua Smith,Corporate
26-08-2023,West,Oregon,Portland,Technology,Copiers,1936.68,-181.78,2,Joseph Davis,Home Office
26-08-2023,South,North Carolina,Greensboro,Technology,Phones,1167.64,527.19,1,Matthew Lopez,Consumer
26-08-2023,West,Colorado,Colorado Springs,Office Supplies,Art,248.31,109.71,4,Richard Gonzalez,Home Office
27-08-2023,East,Pennsylvania,Allentown,Furniture,Chairs,809.44,285.31,5,Charles Taylor,Home Office
27-08-2023,South,Tennessee,Knoxville,Office Supplies,Binders,227.66,83.09,2,William Miller,Consumer
27-08-2023,West,Colorado,Denver,Furniture,Tables,1177.67,-92.53,4,Mary Lopez,Home Office
27-08-2023,West,California,Los Angeles,Furniture,Bookcases,461.78,69.45,2,Andrew Wilson,Consumer
27-08-2023,South,Florida,Miami,Furniture,Chairs,900.22,426.33,2,Richard Rodriguez,Home Office
27-08-2023,East,Pennsylvania,Philadelphia,Technology,Copiers,2773.97,1110.19,3,Donald Davis,Corporate
27-08-2023,Central,Illinois,Chicago,Office Supplies,Art,464.35,163.48,4,Steven Martin,Corporate
28-08-2023,South,Georgia,Atlanta,Technology,Phones,992.9,349.65,1,Charles Moore,Corporate
28-08-2023,South,North Carolina,Charlotte,Office Supplies,Art,197.68,59.83,4,David Williams,Corporate
28-08-2023,West,California,Sacramento,Furniture,Furnishings,995.99,367.36,5,William Taylor,Home Office
28-08-2023,Central,Wisconsin,Green Bay,Furniture,Tables,1036.92,436.38,3,Joshua Gonzalez,Home Office
28-08-2023,East,New York,Rochester,Technology,Phones,4230.98,791.7,6,Jane Lopez,Home Office
28-08-2023,West,Washington,Seattle,Furniture,Furnishings,595.75,65.35,1,Paul Anderson,Corporate
28-08-2023,South,Virginia,Virginia Beach,Office Supplies,Paper,68.84,31.33,2,Anthony Lopez,Consumer
28-08-2023,South,Georgia,Columbus,Office Supplies,Appliances,494.14,75.69,4,David Johnson,Home Office
29-08-2023,East,Massachusetts,Springfield,Technology,Copiers,6560.99,662.82,7,Anthony Davis,Consumer
29-08-2023,East,New York,New York City,Office Supplies,Paper,288.11,111.52,6,Thomas Anderson,Home Office
29-08-2023,West,Washington,Spokane,Office Supplies,Binders,44.54,20.19,1,Jane Martinez,Consumer
29-08-2023,East,Ohio,Cincinnati,Furniture,Bookcases,1121.15,528.04,4,William Johnson,Home Office
29-08-2023,Central,Indiana,Evansville,Office Supplies,Paper,419.1,199.78,4,Anthony Davis,Consumer
30-08-2023,West,Colorado,Colorado Springs,Furniture,Bookcases,605.74,-37.62,3,Christopher Thomas,Consumer
30-08-2023,South,North Carolina,Greensboro,Technology,Copiers,551.29,73.6,3,Daniel Taylor,Corporate
30-08-2023,West,Washington,Spokane,Office Supplies,Storage,122.52,-22.53,1,David Gonzalez,Corporate
30-08-2023,West,Oregon,Eugene,Office Supplies,Storage,165.28,56.06,3,Robert Miller,Consumer
30-08-2023,Central,Indiana,Indianapolis,Technology,Machines,1886.38,329.11,2,Matthew Martin,Consumer
30-08-2023,Central,Illinois,Naperville,Technology,Phones,4881.26,1392.34,9,Jane Johnson,Corporate
30-08-2023,Central,Michigan,Warren,Office Supplies,Envelopes,125.26,27.96,5,Charles Martinez,Consumer
31-08-2023,South,Florida,Tampa,Technology,Machines,3696.39,1213.84,4,Andrew Davis,Corporate
31-08-2023,Central,Michigan,Grand Rapids,Office Supplies,Envelopes,123.45,15.29,5,Joseph Smith,Corporate
31-08-2023,Central,Illinois,Chicago,Furniture,Furnishings,505.07,241.53,1,Jane Garcia,Home Office
31-08-2023,South,Florida,Miami,Office Supplies,Storage,784.6,101.3,6,Jane Jones,Consumer
31-08-2023,Central,Michigan,Detroit,Technology,Copiers,483.23,74.9,1,Joshua Brown,Home Office
31-08-2023,West,Colorado,Colorado Springs,Technology,Accessories,1788.55,735.77,2,David Williams,Consumer
31-08-2023,South,Georgia,Columbus,Technology,Copiers,2978.39,1102.64,14,Andrew Anderson,Consumer
01-09-2023,Central,Indiana,Indianapolis,Furniture,Bookcases,1293.97,483.95,5,Mark Johnson,Consumer
01-09-2023,West,Oregon,Salem,Furniture,Tables,650.48,215.77,2,David Taylor,Consumer
01-09-2023,South,Georgia,Columbus,Technology,Machines,1458.17,289.42,2,Mary Wilson,Consumer
01-09-2023,West,California,San Francisco,Technology,Copiers,515.19,159.76,2,Christopher Jones,Consumer
01-09-2023,East,Pennsylvania,Pittsburgh,Office Supplies,Appliances,132.19,39.63,2,Mark Anderson,Home Office
01-09-2023,Central,Texas,Dallas,Technology,Machines,2123.78,637.52,5,Matthew Johnson,Corporate
01-09-2023,South,Tennessee,Memphis,Technology,Machines,635.32,-128.77,3,William Lopez,Consumer
01-09-2023,South,Georgia,Atlanta,Office Supplies,Storage,243.82,88.03,4,John Anderson,Consumer
01-09-2023,West,Washington,Spokane,Furniture,Tables,1269.42,540.12,3,Paul Lopez,Consumer
01-09-2023,East,New Jersey,Paterson,Office Supplies,Appliances,226.71,76.4,5,Mark Taylor,Home Office
01-09-2023,South,Georgia,Augusta,Office Supplies,Paper,149.18,15.1,1,Joshua Davis,Consumer
01-09-2023,East,Ohio,Cincinnati,Office Supplies,Art,144.31,-29.64,3,Jane Williams,Consumer
02-09-2023,East,Pennsylvania,Philadelphia,Technology,Machines,336.01,79.34,3,Thomas Anderson,Home Office
02-09-2023,West,Oregon,Eugene,Furniture,Chairs,1071.29,237.3,3,Christopher Jackson,Corporate
02-09-2023,South,Georgia,Augusta,Technology,Machines,1445.88,329.64,4,Donald Rodriguez,Home Office
02-09-2023,South,Florida,Orlando,Office Supplies,Binders,274.34,106.01,5,Paul Anderson,Home Office
02-09-2023,Central,Michigan,Warren,Technology,Copiers,1139.71,278.54,5,Mary Garcia,Consumer
02-09-2023,South,Georgia,Augusta,Furniture,Bookcases,1810.96,378.87,8,Richard Williams,Home Office
02-09-2023,East,New York,Rochester,Furniture,Tables,677.23,280.26,3,Mary Brown,Home Office
02-09-2023,Central,Texas,Dallas,Furniture,Furnishings,2502.94,413.52,8,Richard Thomas,Home Office
02-09-2023,South,Tennessee,Nashville,Technology,Accessories,1001.28,181.96,2,Richard Moore,Corporate
02-09-2023,East,Pennsylvania,Pittsburgh,Furniture,Bookcases,1204.46,562.19,4,Matthew Martin,Home Office
02-09-2023,West,California,Sacramento,Office Supplies,Appliances,29.43,-5.43,1,Anthony Miller,Corporate
02-09-2023,Central,Texas,San Antonio,Office Supplies,Binders,321.56,-27.05,5,Thomas Hernandez,Corporate
02-09-2023,East,New York,Rochester,Furniture,Tables,632.59,78.68,3,William Smith,Consumer
02-09-2023,South,Georgia,Columbus,Furniture,Furnishings,1938.71,-134.54,5,Donald Davis,Consumer
03-09-2023,East,Massachusetts,Springfield,Furniture,Chairs,582.68,177.81,1,Richard Rodriguez,Consumer
03-09-2023,South,Georgia,Augusta,Office Supplies,Paper,376.06,161.02,3,Thomas Anderson,Corporate
03-09-2023,East,Ohio,Cincinnati,Furniture,Bookcases,2033.31,690.33,4,Mark Miller,Home Office
03-09-2023,West,Colorado,Colorado Springs,Technology,Phones,3776.9,621.31,6,Andrew Taylor,Corporate
03-09-2023,South,Georgia,Columbus,Office Supplies,Appliances,340.88,40.1,3,Matthew Moore,Corporate
04-09-2023,Central,Illinois,Aurora,Furniture,Tables,2268.53,545.94,8,William Miller,Corporate
04-09-2023,East,Ohio,Cincinnati,Technology,Machines,2701.1,625.8,4,John Jackson,Home Office
04-09-2023,South,Florida,Orlando,Office Supplies,Art,64.38,11.07,2,Mary Smith,Consumer
04-09-2023,East,Massachusetts,Boston,Furniture,Tables,413.43,190.09,3,David Lopez,Home Office
04-09-2023,Central,Texas,Austin,Technology,Accessories,2714.65,304.06,4,David Williams,Consumer
04-09-2023,East,New York,New York City,Technology,Accessories,3322.94,493.74,3,Richard Lopez,Home Office
04-09-2023,West,California,San Diego,Office Supplies,Art,5.28,2.27,1,Anthony Moore,Consumer
04-09-2023,Central,Indiana,Fort Wayne,Technology,Phones,4457.24,2203.09,8,Joseph Williams,Consumer
04-09-2023,West,Arizona,Tucson,Furniture,Furnishings,55.25,15.33,1,William Hernandez,Corporate
04-09-2023,South,Tennessee,Nashville,Furniture,Tables,1264.89,587.81,3,William Anderson,Consumer
04-09-2023,West,Arizona,Phoenix,Technology,Phones,1049.14,438.56,4,Christopher Jones,Consumer
04-09-2023,East,New Jersey,Paterson,Office Supplies,Paper,716.68,153.48,5,Joseph Davis,Consumer
04-09-2023,West,Oregon,Portland,Furniture,Chairs,275.07,-47.33,1,Steven Johnson,Consumer
04-09-2023,West,Washington,Seattle,Office Supplies,Storage,1267.07,572.35,9,Jane Lopez,Corporate
04-09-2023,South,Tennessee,Knoxville,Office Supplies,Appliances,139.94,22.33,1,Anthony Moore,Home Office
04-09-2023,West,Colorado,Denver,Office Supplies,Appliances,575.62,150.93,6,John Jackson,Corporate
04-09-2023,West,California,Los Angeles,Office Supplies,Appliances,598.69,236.3,4,Joseph Hernandez,Corporate
05-09-2023,Central,Indiana,Indianapolis,Office Supplies,Binders,428.28,98.83,3,Joseph Johnson,Home Office
05-09-2023,West,Oregon,Portland,Technology,Copiers,229.34,87.18,4,David Taylor,Consumer
05-09-2023,East,New York,Buffalo,Furniture,Tables,538.61,123.81,5,Joshua Davis,Home Office
05-09-2023,West,Oregon,Eugene,Office Supplies,Paper,18.1,4.21,1,Steven Miller,Consumer
05-09-2023,Central,Texas,Austin,Furniture,Furnishings,747.45,363.27,3,Paul Taylor,Consumer
05-09-2023,South,Tennessee,Nashville,Technology,Accessories,5842.86,1609.92,6,Paul Anderson,Corporate
05-09-2023,South,Virginia,Norfolk,Office Supplies,Binders,82.82,26.65,2,Donald Gonzalez,Corporate
05-09-2023,West,Washington,Seattle,Furniture,Tables,1324.26,-251.88,3,Christopher Thomas,Corporate
05-09-2023,Central,Illinois,Aurora,Office Supplies,Art,69.12,8.69,3,Joshua Garcia,Consumer
06-09-2023,East,Ohio,Cincinnati,Technology,Machines,165.39,46.65,2,Richard Moore,Consumer
06-09-2023,Central,Wisconsin,Green Bay,Technology,Copiers,1682.32,211.75,4,Anthony Wilson,Home Office
06-09-2023,Central,Indiana,Indianapolis,Furniture,Bookcases,597.23,229.97,2,John Taylor,Consumer
06-09-2023,East,Ohio,Columbus,Technology,Accessories,377.21,139.53,2,Mary Johnson,Consumer
06-09-2023,Central,Michigan,Detroit,Furniture,Tables,1127.18,277.2,2,Steven Davis,Consumer
06-09-2023,East,New Jersey,Jersey City,Furniture,Chairs,1676.98,206.22,4,Anthony Jones,Corporate
06-09-2023,East,Massachusetts,Springfield,Technology,Phones,3825.78,791.38,4,Anthony Thomas,Corporate
06-09-2023,South,Tennessee,Nashville,Office Supplies,Art,265.58,116.44,2,Anthony Rodriguez,Consumer
